date,open,high,low,close,volume,adj_close,ticker,daily_return,log_return,return_5d_forward,return_10d_forward,rolling_volatility_20d,volume_ma_20d,volume_std_20d,volume_zscore,high_5d_forward,low_5d_forward,drawdown_5d_forward,artificial intelligence,ChatGPT,Claude AI,generative AI,machine learning,ai_trend_score,ai_trend_4w_mean,ai_trend_4w_change,ai_trend_spike,ai_trend_bucket,form_type,accession,filed_date,period_of_report,file_path,word_count,artificial_intelligence_count,artificial_intelligence_density,generative_ai_count,generative_ai_density,machine_learning_count,machine_learning_density,large_language_model_count,large_language_model_density,llm_count,llm_density,data_center_count,data_center_density,accelerated_computing_count,accelerated_computing_density,automation_count,automation_density,gpu_count,gpu_density,cloud_computing_count,cloud_computing_density,sec_ai_total_count,sec_ai_density,sec_ai_density_yoy_change,sec_ai_count_yoy_change,sec_signal_date,volume_bucket,recent_return_bucket,rl_state
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,90956700,166.00277709960938,AAPL,-0.018894112983626976,-0.01907488740640033,-0.05901062480786101,0.028327429164577644,,,,,171.0800018310547,154.6999969482422,-0.08892818511265221,1,0,0,0,1,0.4,0.45,-0.04999999999999999,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,low,low|nan|low
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,94815000,162.51258850097656,AAPL,-0.021024777738847034,-0.02124894600464516,-0.03934303948880713,0.05781147119863328,,,,,169.67999267578125,154.6999969482422,-0.06936172216592751,1,0,0,0,1,0.4,0.45,-0.04999999999999999,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,low,low|nan|low
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,91420500,160.83108520507812,AAPL,-0.010347117036099251,-0.010401020604998803,-0.0321560601955585,0.050999937206245516,,,,,166.3300018310547,154.6999969482422,-0.05963162048604964,1,0,0,0,1,0.4,0.45,-0.04999999999999999,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,low,low|nan|low
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,122848900,158.77809143066406,AAPL,-0.01276512622240289,-0.012847300505206391,0.04876545773265728,0.06144939044704567,,,,,170.35000610351562,154.6999969482422,-0.04747248654650427,1,0,0,0,1,0.4,0.45,-0.04999999999999999,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,low,low|nan|low
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,162294600,158.00570678710938,AAPL,-0.00486428500159064,-0.00487615414144106,0.081425591261572,0.062121079372896126,,,,,175.0,157.02000427246094,-0.02846176824464819,1,0,0,0,2,0.6,0.5,0.09999999999999998,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,medium,low|nan|medium
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,115798400,156.20687866210938,AAPL,-0.011384707297859231,-0.01145000917961982,0.09281513296003507,0.09419203383864261,,,,,175.0,157.82000732421875,-0.012266813556466749,1,0,0,0,2,0.6,0.5,0.09999999999999998,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,low,low|nan|low
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,108275300,156.11888122558594,AAPL,-0.0005632515870458432,-0.0005634102728104683,0.10113340628453038,0.10388875999909808,,,,,175.8800048828125,158.27999877929688,-0.008829630161892754,1,0,0,0,2,0.6,0.5,0.09999999999999998,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,medium,low|nan|medium
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,121954600,155.65936279296875,AAPL,-0.0029432100539642514,-0.002947549813983801,0.08591880775593452,0.08101993341026947,,,,,176.24000549316406,162.8000030517578,0.022484623813639137,1,0,0,0,2,0.6,0.5,0.09999999999999998,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,medium,low|nan|medium
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,179935700,166.52093505859375,AAPL,0.06977766942076213,0.06745084129532589,0.012094155676913632,-0.009921930506890497,,,,,176.24000549316406,169.50999450683594,-0.004814227179026798,1,0,0,0,2,0.6,0.5,0.09999999999999998,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,high,low|nan|high
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,115541600,170.87139892578125,AAPL,0.026125737688043937,0.02579029059264355,-0.017850984889451027,-0.033756688051786665,,105422300.0,26692715.698916025,0.3791034270975635,176.24000549316406,170.67999267578125,-0.02345809664807752,1,0,0,0,2,0.6,0.55,0.04999999999999993,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,high,low|high|high
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,86213900,170.70518493652344,AAPL,-0.0009726408635577499,-0.0009731141856222916,0.001259957734002004,-0.010423270819866493,0.021199465256956745,104508600.0,27036926.921371426,-0.6766560435364751,176.24000549316406,170.67999267578125,-0.022507347350283036,1,0,0,0,2,0.6,0.55,0.04999999999999993,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,84914300,171.90768432617188,AAPL,0.007044245594408194,0.0070195507993890734,0.0025022887316303866,-0.01871015329078385,0.021128195737535705,103788795.0,27372158.207863145,-0.6895508515137093,176.64999389648438,170.67999267578125,-0.029344880400213436,1,0,0,0,2,0.6,0.55,0.04999999999999993,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,high,low|low|high
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,89418100,169.03341674804688,AAPL,-0.016719759455390393,-0.016861112440536424,-0.004511271294571961,-0.023250371055991148,0.020604140235449653,103532820.0,27486922.877320945,-0.5135067342021703,176.64999389648438,170.67999267578125,-0.012839799300584431,1,0,0,0,2,0.6,0.55,0.04999999999999993,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,82465400,168.74961853027344,AAPL,-0.0029496502304173777,-0.002954009022042268,-0.021753001991281273,-0.029526053459666413,0.02025785074888363,102810890.0,27857304.558823574,-0.7303466836512628,176.64999389648438,168.0399932861328,-0.025233517715162912,1,0,0,0,2,0.6,0.55,0.04999999999999993,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,77251200,168.0349884033203,AAPL,-0.004234559603942367,-0.004243550742781456,-0.0161947962250365,-0.0427589198491366,0.0202822007750233,102337995.0,28222906.380278658,-0.88888063695417,176.64999389648438,166.55999755859375,-0.029709926568301404,1,0,0,0,2,0.6,0.5499999999999999,0.050000000000000044,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,74829200,171.13803100585938,AAPL,0.018466725511581794,0.018298286059323026,-0.011668526703404236,-0.08442483756934993,0.020696578189594392,100741175.0,28855584.04457537,-0.8979882354823192,176.64999389648438,166.55999755859375,-0.047303118376973874,1,0,0,0,2,0.6,0.5499999999999999,0.050000000000000044,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,high,low|low|high
2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,71285000,172.55743408203125,AAPL,0.008293753549481586,0.00825954936608848,-0.021159494856867078,-0.07680958350291867,0.020440409039958408,100498510.0,29092806.9802739,-1.004148895629354,175.47999572753906,166.55999755859375,-0.055139558021398694,1,0,0,0,2,0.6,0.5499999999999999,0.050000000000000044,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,high,low|low|high
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,90865900,168.48529052734375,AAPL,-0.02359884099680365,-0.023881753447243893,-0.018824020022595644,-0.04223791087561979,0.021129238076200645,101301545.0,28563116.292344112,-0.3653538673158401,173.33999633789062,166.55999755859375,-0.03230303111970367,1,0,0,0,2,0.6,0.5499999999999999,0.050000000000000044,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,98670700,165.07876586914062,AAPL,-0.020218427993619836,-0.020425617868005615,-0.00794589861681938,-0.020872890685488255,0.0211849678407465,102009790.0,28299128.413189877,-0.11799267988916899,173.33999633789062,166.19000244140625,-0.01452797057109434,1,0,0,0,2,0.6,0.5499999999999999,0.050000000000000044,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,86185500,165.31370544433594,AAPL,0.0014231824835904128,0.0014221707192360556,-0.02700140589028277,-0.03363339513468,0.021146527817938084,102297025.0,28097114.906636067,-0.5734227536719341,173.33999633789062,162.14999389648438,-0.0398508455219323,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,62527400,169.14112854003906,AAPL,0.023152465006342826,0.022888513016406736,-0.0736152928766558,-0.036055303950515594,0.021364692657742993,100875560.0,29390401.496217135,-1.3047851695709507,173.33999633789062,159.75,-0.07546729436200128,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,high,low|low|high
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,61177400,168.90618896484375,AAPL,-0.0013889128057177347,-0.001389878239147457,-0.056853070907516345,-0.036627106418091526,0.02073714747685288,99193680.0,30689238.140508514,-1.2387495520724607,171.91000366210938,152.0,-0.11909592980762607,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,69589300,165.31370544433594,AAPL,-0.021269186346200564,-0.021498634777259173,-0.023863090139613186,-0.03381102882978604,0.02121946946973477,98102120.0,31361159.63421533,-0.9091762017910918,170.5399932861328,152.0,-0.09995265510873064,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,low,low|low|low
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,82772700,163.76707458496094,AAPL,-0.009355766137921773,-0.009399806218967926,-0.013030531349696894,-0.047818289623850374,0.02111208714965424,96098310.0,30974698.711671796,-0.43020951144808656,166.69000244140625,152.0,-0.09145249714684367,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,91162800,160.8500213623047,AAPL,-0.017812287347162448,-0.01797283548086231,-0.00681603168241518,-0.0418695507311998,0.021518301784708475,92541720.0,26772561.607904702,-0.05150497065595951,166.60000610351562,152.0,-0.07497569848515295,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-02-23,165.5399932861328,166.14999389648438,159.75,160.07000732421875,90009200,156.68978881835938,AAPL,-0.02586416632525068,-0.02620452543819213,0.04054469880312839,0.017992062799060626,0.022191501561566032,91252260.0,26208593.806560155,-0.04742948092426291,167.36000061035156,152.0,-0.05041548669310114,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,141147500,159.30337524414062,AAPL,0.01668019020913314,0.016542603707790798,0.021445189360778327,-0.025930939401869413,0.022488374575584995,92895870.0,28281144.363991845,1.7061413561975591,168.91000366210938,160.8699951171875,-0.011490784766227113,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,high,low|high|high
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,91974200,161.36878967285156,AAPL,0.012965469700934706,0.012882137519657203,-0.010191130557285932,-0.061389202312930546,0.022615780233841802,91396850.0,27441936.665746503,0.021038967002669974,168.91000366210938,161.97000122070312,-0.01747045663440272,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,low|medium|high
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,95056600,161.63308715820312,AAPL,0.0016377858882354879,0.001636446179498877,-0.035247046012199634,-0.08781492507742139,0.016041171722775992,87152895.0,17950488.34003586,0.44030584852513327,168.91000366210938,159.0399932861328,-0.03682171760445874,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,medium,low|high|medium
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,83474400,159.75367736816406,AAPL,-0.011627896231359958,-0.011696028891390823,-0.03529408464794692,-0.049693632120125564,0.014801309340137,85549535.0,16667614.500116693,-0.12450101962614216,168.91000366210938,155.8000030517578,-0.04534310070380232,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,79724800,163.04270935058594,AAPL,0.02058823941900667,0.020379166378330118,-0.021673875259764053,-0.041846789882733826,0.015736707212740404,85225080.0,16717086.791965444,-0.3290214418605245,168.91000366210938,155.8000030517578,-0.06460131282753356,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,low|medium|high
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,76678400,162.7196807861328,AAPL,-0.001981279033932526,-0.0019832443635776787,-0.046381469369194184,-0.03374842540179501,0.015585153554959978,84813285.0,16826227.143432807,-0.4834645895752694,165.5500030517578,155.8000030517578,-0.062744347854503,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,medium,low|medium|medium
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,83737200,159.72425842285156,AAPL,-0.01840821534766368,-0.018579754964044178,-0.05172521012513287,0.004964132914649477,0.01566949203634834,84529240.0,16792317.297640365,-0.04716680765145478,165.02000427246094,154.5,-0.05313475679498658,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,96418800,155.93597412109375,AAPL,-0.02371756548762427,-0.024003354807916127,-0.05448843545690396,0.03816699130306511,0.016354814203812632,85226910.0,16990746.424448077,0.6587050221581748,163.41000366210938,150.10000610351562,-0.05775264765847521,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,low,low|high|low
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,131148300,154.1153106689453,AAPL,-0.011676086470301161,-0.011744787262459548,-0.014926359673998468,0.07228153395797698,0.016449274005470547,87921765.0,19714997.03971774,2.192571214335768,163.41000366210938,150.10000610351562,-0.046620910976054586,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,low,low|high|low
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,91454900,159.5089111328125,AAPL,0.034997423916368176,0.03439893774454232,-0.02061982616310698,0.04455360479651316,0.01799050926814116,88753050.0,19483040.056296747,0.13867702330811488,160.38999938964844,150.10000610351562,-0.07885849085844476,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,high,low|high|high
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,105342000,155.17247009277344,AAPL,-0.027186209013482565,-0.027562591280962515,0.013247481630880742,0.09809489422565743,0.01852241524083604,90455900.0,19363903.852434203,0.7687551081353202,161.0,150.10000610351562,-0.05311631303310582,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,low,low|high|low
2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,96970100,151.4625244140625,AAPL,-0.02390870831928371,-0.0241991603852047,0.059781556617426235,0.1291928265051081,0.018538796583381055,90761110.0,19418735.275742568,0.31974224437551946,164.47999572753906,150.10000610351562,-0.029923025605043563,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,low,low|high|low
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,108732100,147.43931579589844,AAPL,-0.026562403695717718,-0.026921558634101297,0.09799502220233913,0.16584790729074728,0.018861674966618648,91264180.0,19761727.488935467,0.8839267725850505,166.35000610351562,150.3800048828125,-0.0015933491047339654,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,low,low|high|low
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,92964300,151.81491088867188,AAPL,0.029677342754030223,0.029245493703443242,0.08852931401465058,0.15391070307314725,0.02040014774538159,91603120.0,19728141.007456977,0.06899687099182289,169.4199981689453,154.4600067138672,-0.004062090649940453,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,low|medium|high
2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,102300200,156.21986389160156,AAPL,0.02901541109199557,0.028602433505549644,0.06654558944591638,0.11391696441974242,0.0208488522646924,93591760.0,18616245.94782458,0.4677871158560641,172.63999938964844,157.6300048828125,-0.012281418008985634,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,high,low|high|high
2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,75615400,157.2281036376953,AAPL,0.006454030972694147,0.006433292896427292,0.08373809373620134,0.08710002439582332,0.020969206076170355,94313660.0,17542075.198381875,-1.0659092375641381,174.13999938964844,159.75999450683594,-0.005354256235184818,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,123511700,160.51719665527344,AAPL,0.020918943546848645,0.02070314675272604,0.06549582737524351,0.06299550006220578,0.02119437595218195,97009780.0,17685280.743262187,1.498529787834825,175.27999877929688,163.00999450683594,-0.005915363129505358,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,high,low|high|high
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,95811400,161.8876190185547,AAPL,0.008537682593916074,0.008501442705563926,0.061797078963354624,0.07896962857056389,0.0212122270539049,97661715.0,17370354.702322584,-0.10652142870476877,175.72999572753906,164.91000366210938,-0.002841947072357187,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,low|medium|high
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,81532000,165.25498962402344,AAPL,0.0208005946295855,0.0205872161215274,0.06006396724159946,0.03696238575793398,0.021297557080179535,97180175.0,17690540.76942267,-0.8845504048721444,179.00999450683594,167.64999389648438,-0.006930537714569418,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,high,low|low|high
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,98062700,166.6156463623047,AAPL,0.008233617636201895,0.008199906324137448,0.0444157056600234,0.009517625599479551,0.02032883974378871,97582850.0,17610198.07173644,0.0272484158352618,179.61000061035156,170.2100067138672,0.0,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,low|medium|high
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,90131400,170.3941192626953,AAPL,0.02267787120671727,0.022424550976409316,0.00310216156380716,-0.011087538653201334,0.02057973380134492,95032045.0,14363285.984007806,-0.34119246845439244,179.61000061035156,172.0,-0.011891809255589969,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,low|medium|high
2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,80546200,171.0303497314453,AAPL,0.003734094727035453,0.003727140302264343,-0.002346632665091719,-0.026499569885899632,0.020461141430597803,94460645.0,14714359.315110683,-0.9456371631288613,179.61000061035156,171.94000244140625,-0.01591116506338175,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,medium,low|low|medium
2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,90371900,171.8917999267578,AAPL,0.005036657947940837,0.005024016415912028,0.01617309931194688,-0.05609342688581165,0.020462383016043622,94226410.0,14741635.243932683,-0.26147099261504436,179.61000061035156,171.94000244140625,-0.0208428447317468,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,medium,low|medium|medium
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,100589400,175.18081665039062,AAPL,0.019134399166084615,0.018953638738817526,-0.02179262968797846,-0.0631426163825809,0.020438950181961756,95082160.0,14580513.573165504,0.3777123468500945,179.61000061035156,171.94000244140625,-0.03922666522741569,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,high,low|high|high
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,92633200,174.01597595214844,AAPL,-0.006649544014093012,-0.006671750729656784,-0.03341397479128283,-0.04145812116132286,0.02023934182322097,95727580.0,14144096.228819486,-0.21877537807576605,178.49000549316406,170.1300048828125,-0.04297687577224174,1,0,0,0,2,0.6,0.6,0.0,0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,low,low|medium|low
